date,time_of_day,id,sender_name,text_length,num_keywords,is_relevant_to_subject,is_question,is_informative,is_encourage,is_ack,is_left_group,is_media_omitted,msg_text
05/03/2019,22:23,49,STUDENT_11,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
05/03/2019,22:23,50,STUDENT_11,78,1,True,False,True,False,False,False,False, זה סיכום כללי של נגזרות ואינטגרלים שיש לי ושניה אני אצלם לך איך גוזרים את זאת
05/03/2019,22:25,51,STUDENT_11,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
05/03/2019,22:34,52,STUDENT_14,10,0,False,False,False,False,False,True,False,LEFT_GROUP
05/03/2019,22:44,53,STUDENT_15,23,0,False,False,False,False,True,False,False, ואי זה ממש טוב תודה!!!
05/03/2019,22:48,54,STUDENT_11,3,0,False,False,False,False,False,False,False, ❤❤
06/03/2019,07:18,55,STUDENT_13,39,0,False,True,False,False,True,False,False, בוקר טוב תגידו יש פה משהו שלומד חשמל ?
06/03/2019,07:18,56,STUDENT_16,19,0,False,True,False,False,False,False,False, חשמל כחלק מפיזיקה?
06/03/2019,07:19,57,STUDENT_13,13,0,False,False,False,False,False,False,False, חשמל הנדסאים
06/03/2019,07:19,58,STUDENT_16,11,0,False,False,False,False,False,False,False, אה; אני לא
06/03/2019,07:19,59,STUDENT_13,22,0,False,False,False,False,True,False,False, באסה טבל תודה בכל זאת
06/03/2019,08:20,60,STUDENT_17,32,0,False,False,False,False,True,False,False, אני לומדת נראה לי אם הבנתי נכון
06/03/2019,08:21,61,STUDENT_13,42,0,False,False,False,False,False,False,False, אני צריכה עזרה ברשתות וזירמי קצר בחשמל יד
06/03/2019,10:51,62,STUDENT_18,14,0,False,False,False,False,False,False,False, שלחי את השאלה
06/03/2019,12:18,63,STUDENT_19,10,0,False,False,False,False,False,True,False,LEFT_GROUP
07/03/2019,12:55,64,STUDENT_18,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
07/03/2019,12:56,65,STUDENT_18,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
07/03/2019,12:56,66,STUDENT_20,12,1,True,False,True,False,False,False,False, תשרטטי בגרף
07/03/2019,12:56,67,STUDENT_20,12,0,False,False,False,False,False,False,False, זה הכי עוזר
07/03/2019,12:57,68,STUDENT_21,12,0,False,True,False,False,False,False,False, איזו זווית?
07/03/2019,12:57,69,STUDENT_21,4,0,False,True,False,False,False,False,False, Z4?
07/03/2019,12:58,70,STUDENT_18,3,0,False,False,False,False,False,False,False, כן
07/03/2019,12:58,71,STUDENT_21,25,0,False,False,False,False,False,False,False, This message was deleted
07/03/2019,13:00,72,STUDENT_21,50,4,True,False,True,False,False,False,False, יש משפט שכל טרפז שחסום במעגך הוא טרפז שווה שוקיים
07/03/2019,13:00,74,STUDENT_21,94,2,True,False,True,False,False,False,False, אז את יודעת שהשיפוע של AB שווה לשיפוע של DC כי הם מקבילים   והדיסטנס של AD שווה לדיסטנס של BC
07/03/2019,13:01,75,STUDENT_21,25,1,True,False,True,False,False,False,False, ונעלם שלך זה הx והy של D
07/03/2019,13:01,76,STUDENT_21,26,2,True,False,True,False,False,False,False, שתי משוואות עם שני נעלמים
07/03/2019,13:03,77,STUDENT_21,69,0,False,False,False,False,False,False,False, את הזווית של זה אין לי מושג איך למצוא אבל את הנקודה זה לפי מה שאמרתי
07/03/2019,13:04,78,STUDENT_22,34,1,True,False,True,False,False,False,False, אולי לפי הנוסחה עם קוסינוס הזויות
07/03/2019,17:17,79,STUDENT_18,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
07/03/2019,17:24,81,STUDENT_21,158,5,True,False,True,False,False,False,False, נראלי שבגלל שלא נהוג להשתמש בזווית שלילית; אז הוסיפו 360   ולפי שיעורי הנקודה(איקס חיובי או שלילי; y חיובי או שלילי)  אפשר לדעת באיזה רביע אמורה להיות הזווית
07/03/2019,17:26,84,STUDENT_23,57,2,True,False,True,False,False,False,False, לא;   עשו שורש ופשוט חילקו ב2 את הזווית;   משפט דה מואבר
07/03/2019,18:00,86,STUDENT_24,10,0,False,False,False,False,False,True,False,LEFT_GROUP
09/03/2019,09:57,87,STUDENT_25,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
09/03/2019,09:57,88,STUDENT_25,15,1,True,False,True,False,False,False,False, מספרים מרוכבים
09/03/2019,09:58,89,STUDENT_9,18,2,True,False,True,False,False,False,False, תוציאי גורם משותף
09/03/2019,09:58,90,STUDENT_9,19,1,True,False,True,False,False,False,False, ותעשי נוסחת שורשים
09/03/2019,09:59,91,STUDENT_25,21,0,False,False,False,False,False,False,False, ניסיתי משהו לא מסתדר
09/03/2019,09:59,92,STUDENT_9,13,0,False,False,False,False,False,False,False, שלחי מה עשית
09/03/2019,10:00,93,STUDENT_25,29,2,True,False,True,False,False,False,False, המחשבון מראה שאין פתרון בכלל
09/03/2019,10:00,94,STUDENT_25,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
09/03/2019,10:00,95,STUDENT_9,19,0,False,False,False,False,False,False,False, כי זה פיתרון מרוכב
09/03/2019,10:00,96,STUDENT_9,9,0,False,False,False,False,True,False,False, עשית טוב
09/03/2019,10:01,97,STUDENT_9,24,1,True,False,True,False,False,False,False, עכשיו תעשי נוסחת שורשים
09/03/2019,10:01,98,STUDENT_25,33,0,False,True,False,False,False,False,False, כן אבל בדרך כלל זה מראה עם i לא?
09/03/2019,10:01,99,STUDENT_9,9,0,False,False,False,False,False,False,False, עם a;b;c
09/03/2019,10:01,100,STUDENT_9,18,4,True,False,True,False,False,False,False, A = 1 b= -10 c=34
09/03/2019,10:01,101,STUDENT_25,14,0,False,False,False,False,False,False,False, אה הנה הצלחתי
09/03/2019,10:01,102,STUDENT_25,6,0,False,False,False,False,False,False,False, תודה💫
09/03/2019,10:01,103,STUDENT_9,5,0,False,False,False,False,False,False,False, בכיף
09/03/2019,14:59,104,STUDENT_26,18,0,False,True,False,False,False,False,False, אפשר להוסיף לפה ?
09/03/2019,15:08,105,STUDENT_27,25,0,False,False,False,False,False,False,False, This message was deleted
09/03/2019,15:10,107,STUDENT_9,17,0,False,False,False,False,False,False,False, תסמני   z= x+ yi
09/03/2019,15:11,108,STUDENT_27,14,0,False,False,False,False,False,False,False, כן כן לא משנה
09/03/2019,15:11,109,STUDENT_27,12,0,False,False,False,False,True,False,False, הצלחתי תודה
09/03/2019,15:11,110,STUDENT_9,35,3,True,False,True,False,False,False,False, ערך מוחלט שווה למרחק מראשית הצירים
09/03/2019,15:11,111,STUDENT_9,8,0,False,False,False,False,True,False,False, אה סבבה
09/03/2019,16:30,112,STUDENT_18,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
09/03/2019,16:43,113,STUDENT_28,15,1,True,True,False,False,False,False,False, יש פתרון סופי?
09/03/2019,16:46,114,STUDENT_18,3,0,False,False,False,False,False,False,False, כן
09/03/2019,16:46,115,STUDENT_18,15,0,False,False,False,False,False,False,False, שנייה אני אחפש
09/03/2019,16:48,116,STUDENT_18,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
09/03/2019,16:58,117,STUDENT_28,25,1,True,False,True,False,False,False,False, תכפילי המשווה השנייה ב 2
09/03/2019,16:58,118,STUDENT_29,10,0,False,False,False,False,False,True,False,LEFT_GROUP
09/03/2019,17:00,119,STUDENT_28,9,1,True,False,True,False,False,False,False, משוואה**
09/03/2019,17:01,120,STUDENT_28,27,3,True,False,True,False,False,False,False, ו המשוואה ה 2 מינוס ה 1 ..
09/03/2019,17:01,121,STUDENT_28,15,1,True,False,True,False,False,False,False, התוצאה היא y=2
09/03/2019,17:03,122,STUDENT_28,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
09/03/2019,17:03,123,STUDENT_28,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
09/03/2019,17:09,124,STUDENT_18,14,0,False,False,False,False,True,False,False, סבבי תודה רבה
10/03/2019,00:46,125,STUDENT_30,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
10/03/2019,00:46,130,STUDENT_30,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
10/03/2019,11:02,172,MAIN_TEACHER,130,1,True,False,True,False,True,False,False, בנות שעוד לא מילאו שאלון ידע קצר; בבקשה לעשות זאת. זה יעזור לי להתכונן לשיעורים.   תודה.   https://goo.gl/forms/fImGTa1ba0WWkrHl1
10/03/2019,11:18,173,STUDENT_11,54,0,False,True,False,False,False,False,False, באיזה אופן הולכים להתנהל שיעורי הonline ? פה בקבוצה ?
10/03/2019,11:35,175,MAIN_TEACHER,47,1,True,False,True,False,False,False,False, כן; אתן בבית ועובדים דרך טלפון. אתן עם דף ועט.
10/03/2019,16:32,176,MAIN_TEACHER,137,0,False,False,False,False,False,False,False, בנות יקרות; ברשימת קבוצה אני רואה רק טלפונים שלכן. אשמח אם תרשמו בפרופיל של ואצאפ לפחות שם. הרבה יותר נעים לפנות אליכם בשם ולא לפי מספר.
10/03/2019,16:33,177,MAIN_TEACHER,81,1,True,False,True,False,False,False,False, דרך אגב אני כבר מוכנה לעזור ומחכה לשאלות ( בטח גם חברות מקבוצה רוצות לעזור)🦉🦉🦉🦉🦉
10/03/2019,16:48,178,STUDENT_30,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
10/03/2019,16:49,179,STUDENT_30,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
10/03/2019,18:11,180,MAIN_TEACHER,12,0,False,False,False,False,False,False,False, פותרת ואשלח
10/03/2019,18:37,181,MAIN_TEACHER,34,0,False,True,False,False,False,False,False, האםתשובתך לסעיף א נכונה לפי הספר?
10/03/2019,18:46,182,MAIN_TEACHER,68,0,False,False,False,False,False,False,False, פתרתי גם סעיף א' ( קצת אחרת ממך וזה עזר לפתור את ב' ). שולחת פתרון:
10/03/2019,18:46,183,MAIN_TEACHER,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
10/03/2019,18:47,184,MAIN_TEACHER,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
10/03/2019,19:11,185,STUDENT_30,13,0,False,False,False,False,True,False,False, תודה רבה לך🌺
10/03/2019,19:12,186,MAIN_TEACHER,5,0,False,False,False,False,False,False,False, בכיף
11/03/2019,13:01,187,STUDENT_31,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
11/03/2019,13:08,188,STUDENT_21,18,0,False,True,False,False,False,False,False, השאלה קשורה ל806?
11/03/2019,13:36,189,STUDENT_32,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
11/03/2019,13:38,190,STUDENT_32,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
11/03/2019,13:53,192,STUDENT_11,199,4,True,False,True,False,False,False,False, אני לא מול דפים אבל לדעתי את יכולה לפתור את זה עם מכפלה סקלרית ; תציבי את הנתונים שיש לך ותראי מה יוצא   הנתון מה שהןא אומר לדעתי זה שהיחס בין האורך וקטור (ערך מוחלט כזה) למכפלה בין הוקטורים הוא 1:3
11/03/2019,13:54,193,STUDENT_32,27,0,False,False,False,False,True,False,False, בסוף מצאתי כבר חח אבל תודה
11/03/2019,13:54,195,STUDENT_32,71,0,False,False,False,False,False,False,False, נתקעתי בתרגיל שאחריו כבר    מנסה לפתור בכל הכוח אם לא אצליח אפנה אליכם
11/03/2019,14:04,199,STUDENT_32,121,2,True,True,False,False,False,False,False, אם יש לי נקודה של מרכז המעגל    וישר שמשיק למעגל    איך אני מוצאת משוואת המעגל ?    כלומר יותר נכון איך אני מוצאת רדיוס?
11/03/2019,14:07,200,STUDENT_12,24,3,True,False,True,False,False,False,False, את עושה מרחק נקודה מישר
11/03/2019,14:07,201,STUDENT_25,27,0,False,True,False,False,False,False,False, יש לך את המשוואה של המשיק?
11/03/2019,14:08,202,STUDENT_32,14,0,False,False,False,False,True,False,False, אה אוקיי תודה
11/03/2019,14:36,204,MAIN_TEACHER,76,1,True,False,True,False,False,False,False, כל הכבוד! כיף לראות שאתן בפעולה ועוזרות אחת לשנייה!   זכיתי בקבוצה מצויינת.
11/03/2019,16:59,205,STUDENT_33,80,2,True,True,False,False,False,False,False, מישהי יודעת אם אפשר למצוא מצב הדדי בין ישר למישור אם המישור מוצג בהצגה פרמטרית?
11/03/2019,17:01,207,MAIN_TEACHER,101,4,True,False,True,False,False,False,False, כן; בעזרת נקודות כלליות של ישר ומישור והשוואה בינהן.   בכל מקרה אני ממליצה להעביר מישור להצגה כללית.
11/03/2019,17:02,208,STUDENT_33,12,0,False,False,False,False,True,False,False, טוב תודה 👌👌
11/03/2019,17:27,209,STUDENT_9,23,1,True,False,True,False,False,False,False, את משווה נקודות כלליות
11/03/2019,17:28,210,STUDENT_9,23,2,True,False,True,False,False,False,False, יוצאת לך מערכת משוואות
11/03/2019,17:28,213,STUDENT_9,88,2,True,False,True,False,False,False,False, אל יש פיתרון יחיד הם נחתכים   אם יוצא פסוק שקר הם מקבילים   אם יוצא פסוק אמת הו מתלכדים
11/03/2019,18:21,214,STUDENT_9,23,0,False,True,False,False,False,False,False, על מה יהיה השיעור מחר?
11/03/2019,19:37,216,MAIN_TEACHER,198,3,True,False,True,False,False,False,False, בשיעור מחר נעשה חזרה קצרה על חוקי חזקות ולוגים; חזרה על כל מה שקשור לפונקציות עם דגש על מציאת אסימפטוטות אופקיות ונפתור שאלה ברמה של בגרות עם הדגשים מעניינים.   *מחכה לראותכן בשיעור מחר בשעה 19:00*
11/03/2019,19:38,217,STUDENT_9,34,0,False,False,False,False,False,False,False, אני לא אהיה בשיעטר אבל אשלים הכל😎
11/03/2019,19:40,218,MAIN_TEACHER,39,0,False,False,False,False,False,False,False, חבל; חלי; אשמח לראותך בשיעור הבא בשבת.
11/03/2019,19:40,219,STUDENT_9,6,0,False,False,False,False,False,False,False, שלי*😇
11/03/2019,19:40,220,STUDENT_9,16,0,False,False,False,False,False,False,False, כן כן בשבת אהיה
11/03/2019,19:40,221,MAIN_TEACHER,33,0,False,False,False,False,False,False,False, בנות; אם יש שאלות; אני פה לעזרה.
11/03/2019,19:41,222,MAIN_TEACHER,17,0,False,False,False,False,False,False,False, חחחח; סליחה שלי.
11/03/2019,19:53,223,STUDENT_33,11,0,False,False,False,False,False,False,False, יש לי שאלה
11/03/2019,19:54,224,STUDENT_33,75,2,True,True,False,False,False,False,False, אם ישר במישור מקביל לישר מסויים זה אומר שכל המישור מקביל לאותו ישר מסויים?
11/03/2019,19:54,225,STUDENT_33,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
11/03/2019,19:54,226,STUDENT_33,4,1,True,False,True,False,False,False,False, 3 ב
11/03/2019,19:55,227,STUDENT_34,140,5,True,False,True,False,False,False,False, אשמח שנחזור על כל הדרכים למצוא אסימפטוטות של פונקציות לן; אי בחזקת איקס; איי בחזקת איקס וכל אלה מה קורה בשואף לפלוס אינסוף ולמינוס בכל מקרה
11/03/2019,19:59,228,STUDENT_28,53,1,True,False,True,False,False,False,False, אני חשבתי שזה לא נכון;כי במישור לא כל הישרים מקבילים
11/03/2019,20:02,229,MAIN_TEACHER,3,0,False,False,False,False,False,False,False, 👍🏻
11/03/2019,20:11,231,MAIN_TEACHER,328,10,True,False,True,False,False,False,False, בין ישר למישור קיימים רק 3 מצבים: ישר במישור; ישר מקביל למישור וישר חותך את המישור בנקודה אחת.   אם ישר 1 מקבל לישר 2 ורק ישר 2 נמצא במישור נתון אז לישר 1 יש רק שני מצבים אפשריים: ישר 1 או יחתוך את המישור או מקביל לו. אם ישר 1 יחתוך מישור אז הוא יהיה מצטלב לישר 2 ולא מקביל לו; אז *ישר 1 חייב להיות מקביל למישור שבו נמצא ישר 2*
11/03/2019,20:13,232,MAIN_TEACHER,118,3,True,False,True,False,False,False,False, במישור זה יכולים להיות ישרים שלא מקבילים לישר נתון; הם יהיו מצטלבים איתו. זה לא פוסל את העובדה שמישור מקביל לישר נתון
11/03/2019,21:30,233,STUDENT_33,21,0,False,False,False,False,True,False,False, תודה רבה לכל העוזרים
11/03/2019,21:50,234,STUDENT_17,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
11/03/2019,21:50,235,STUDENT_33,24,1,True,False,True,False,False,False,False, את צריכה לעשות פחות 360
11/03/2019,21:50,236,STUDENT_33,7,0,False,False,False,False,False,False,False, פעמיים
11/03/2019,21:50,237,STUDENT_35,32,1,True,False,True,False,False,False,False, מורידה 360 כל פעם עד שתגיעי ל30
11/03/2019,21:50,238,STUDENT_17,4,0,False,False,False,False,False,False,False, למה
11/03/2019,21:50,239,STUDENT_33,23,1,True,False,True,False,False,False,False, כי זה במחזוריות של 360
11/03/2019,21:51,240,STUDENT_33,14,0,False,False,False,False,False,False,False, זה אותו תשובה
11/03/2019,21:51,241,STUDENT_17,25,0,False,False,False,False,False,False,False, ואם אני משאירה את זה ככה
11/03/2019,21:51,242,STUDENT_33,15,0,False,False,False,False,False,False,False, צלוי במורה שלך
11/03/2019,21:55,243,STUDENT_28,30,1,True,False,True,False,False,False,False, לא משנה; אבל פשוט לך לכתוב 30
11/03/2019,21:56,244,STUDENT_17,6,0,False,False,False,False,True,False,False, הבנתי
11/03/2019,21:57,245,STUDENT_17,7,0,False,False,False,False,True,False,False, תודה 💗
11/03/2019,21:57,248,STUDENT_28,3,0,False,False,False,False,False,False,False, ❤❤
12/03/2019,17:23,249,MAIN_TEACHER,23,0,False,False,False,False,False,False,False, בעוד שעה וחצי מתחילים!
12/03/2019,17:38,250,STUDENT_36,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
12/03/2019,17:39,251,STUDENT_9,12,1,True,False,True,False,False,False,False, תמיבי ערכים
12/03/2019,17:39,252,STUDENT_9,5,0,False,False,False,False,False,False,False, למשל
12/03/2019,17:39,253,STUDENT_9,6,1,True,False,True,False,False,False,False, 0.001
12/03/2019,17:39,254,STUDENT_9,7,1,True,False,True,False,False,False,False, 0.0001
12/03/2019,17:39,255,STUDENT_9,4,0,False,False,False,False,False,False,False, וכו
12/03/2019,17:39,256,STUDENT_9,18,1,True,False,True,False,False,False,False, ותראי לאן זה שואף
12/03/2019,17:39,257,STUDENT_9,49,4,True,False,True,False,False,False,False, אם זה שואף לפלוס או מינוס אינסוף אז זה אסימפטוטה
12/03/2019,17:39,258,STUDENT_9,25,2,True,False,True,False,False,False,False, ואם זה שואף למספר זה חור
12/03/2019,17:41,259,STUDENT_36,10,0,False,False,False,False,False,False,False, אה תודה😋💕
12/03/2019,17:41,260,STUDENT_9,13,0,False,False,False,False,False,False,False, זה עובד תמיד
12/03/2019,17:41,261,STUDENT_9,25,0,False,False,False,False,False,False,False, אם את לא בטוחה תמיד תעשי
12/03/2019,17:41,262,STUDENT_36,5,0,False,False,False,False,False,False,False, 👍🏻👍🏻
12/03/2019,18:03,263,MAIN_TEACHER,82,0,False,False,False,False,False,False,False, שאלה מעולה! על זה נעבוד בשיעור. תשובות של חברות ממש נכונות אקח אותה כדוגמה בשיעור
12/03/2019,18:05,264,MAIN_TEACHER,82,0,False,False,False,False,False,False,False, שולחת כמה סיכומים רלוונטיים. תעברו עליהם עד השיעור. זה ממש יעזור לעשות חזרה טובה!
12/03/2019,18:07,265,MAIN_TEACHER,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
12/03/2019,18:07,266,MAIN_TEACHER,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
12/03/2019,18:09,267,MAIN_TEACHER,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
12/03/2019,18:09,268,MAIN_TEACHER,23,0,False,False,False,False,False,False,False, סיכום זה של מאיר בכור.
12/03/2019,18:39,269,STUDENT_37,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
12/03/2019,18:40,271,STUDENT_37,54,0,False,True,False,False,False,False,False, היי כולן☺   יש למישהי מושג/דרך איך לפתור את התרגיל ?🤔
12/03/2019,18:40,272,STUDENT_37,23,2,True,False,True,False,False,False,False, תרגיל מבגרות חורף 2010
12/03/2019,19:01,273,MAIN_TEACHER,19,0,False,False,False,False,False,False,False, בנות יקרות שלום רב
12/03/2019,19:02,275,MAIN_TEACHER,40,0,False,True,False,False,False,False,False, אנחנו מתחילות שיעור ראשון.   מי בשיעור?
12/03/2019,19:02,276,STUDENT_9,3,0,False,False,False,False,False,False,False, 👋🏼
12/03/2019,19:02,277,STUDENT_30,6,0,False,False,False,False,False,False,False, שלום!
12/03/2019,19:02,278,STUDENT_36,5,0,False,False,False,False,False,False,False, 🙋🏻🙋🏻
12/03/2019,19:02,279,STUDENT_38,3,0,False,False,False,False,False,False,False, 👏🏼
12/03/2019,19:02,280,STUDENT_30,3,0,False,False,False,False,False,False,False, 🤚🏻
12/03/2019,19:02,281,STUDENT_34,3,0,False,False,False,False,False,False,False, ✋🏻
12/03/2019,19:02,282,MAIN_TEACHER,27,0,False,False,False,False,False,False,False, אחזור לתרגיל זה אחרי שיעור
12/03/2019,19:02,283,STUDENT_39,4,0,False,False,False,False,False,False,False, אני
12/03/2019,19:03,284,MAIN_TEACHER,20,0,False,False,False,False,False,False,False, מצויין; שמחה לראתכן
12/03/2019,19:03,285,STUDENT_28,3,0,False,False,False,False,False,False,False, 👍🏻
12/03/2019,19:03,286,MAIN_TEACHER,46,0,False,True,False,False,False,False,False, אשאל שאלה פשוטה: מה לדעתכם הכי קשה בפונקציות?
12/03/2019,19:03,287,STUDENT_9,11,1,True,False,True,False,False,False,False, אסימפטוטות
12/03/2019,19:04,288,MAIN_TEACHER,25,0,False,False,False,False,False,False,False, תחשבו על התשובה יצירתית!
12/03/2019,19:04,289,STUDENT_34,31,1,True,False,True,False,False,False,False, אינטגראלים ואסימפטוטות אופקיות
12/03/2019,19:04,290,STUDENT_34,3,0,False,False,False,False,False,False,False, אה
12/03/2019,19:04,291,STUDENT_34,4,0,False,False,False,False,False,False,False, הכל
12/03/2019,19:04,292,MAIN_TEACHER,13,0,False,False,False,False,False,False,False, יותר קשה מזה
12/03/2019,19:04,293,STUDENT_34,5,0,False,False,False,False,False,False,False, הבנה
12/03/2019,19:04,294,STUDENT_30,41,0,False,False,False,False,False,False,False, סעיפים אחרונים שדורשים לחשוב מחוץ לקופסא
12/03/2019,19:04,295,STUDENT_34,32,0,False,False,False,False,False,False,False, להבין איך הפונקציה נראת ומתנהגת
12/03/2019,19:05,296,STUDENT_9,6,0,False,False,False,False,False,False,False, תומכת
12/03/2019,19:05,297,STUDENT_40,16,0,False,False,False,False,False,False,False, כל הסעיפי חשיבה
12/03/2019,19:05,298,MAIN_TEACHER,74,1,True,False,True,False,False,False,False, הכי קשה לה לא להתחיל לפתור תרגיל לפני שרגע אוצרים ושואלים: מה הקטע בשאלה.
12/03/2019,19:05,299,MAIN_TEACHER,6,0,False,False,False,False,False,False,False, למשל:
12/03/2019,19:06,300,STUDENT_9,59,1,True,False,True,False,False,False,False, כיאלו לא להתחיל לרוץ ישר טכניקה אלא להבין קודם כל מה רוצים
12/03/2019,19:06,301,MAIN_TEACHER,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
12/03/2019,19:06,302,MAIN_TEACHER,8,0,False,False,False,False,False,False,False, כן; ממש
12/03/2019,19:07,303,MAIN_TEACHER,30,0,False,True,False,False,False,False,False, מי יודעת איך למצוא נק' קיצון?
12/03/2019,19:07,304,STUDENT_9,4,0,False,False,False,False,False,False,False, אני
12/03/2019,19:07,305,STUDENT_34,19,2,True,False,True,False,False,False,False, לגזור ולהשוות לאפס
12/03/2019,19:07,306,STUDENT_30,11,0,False,False,False,False,False,False,False, אין לי שמץ
12/03/2019,19:07,307,STUDENT_34,29,1,True,False,True,False,False,False,False, אבל זה לא שפוי לגזור דבר כזה
12/03/2019,19:07,308,MAIN_TEACHER,25,0,False,True,False,False,False,False,False, בבקשה ממה הייתן מתחילות?
12/03/2019,19:08,309,STUDENT_9,13,0,False,False,False,False,False,False,True,MEDIA_OMITTED
12/03/2019,19:08,310,STUDENT_9,17,1,True,False,True,False,False,False,False, לפשט את הפונקציה
12/03/2019,19:08,311,STUDENT_9,28,1,True,False,True,False,False,False,False, ולשמור את התחום לפני הצמצום
12/03/2019,19:08,312,STUDENT_12,11,0,False,False,False,False,False,False,False, זה לא נכון
12/03/2019,19:08,313,STUDENT_9,14,1,True,False,True,False,False,False,False, זה חוקי לוגים
12/03/2019,19:08,314,STUDENT_12,44,4,True,False,True,False,False,False,False, זה יהיה טמגנס ועוד שלוש איקס וכו חלקי טנגנס
12/03/2019,19:08,315,STUDENT_9,34,3,True,False,True,False,False,False,False, חיבור לוגים של אותו בסיס זה מכפלה
12/03/2019,19:09,316,STUDENT_12,11,0,False,False,False,True,False,False,False, אההה צודקת
12/03/2019,19:09,317,MAIN_TEACHER,33,0,False,False,False,False,False,False,False, מצויין! זאת התחלה שהתכוונתי אליה
12/03/2019,19:09,318,STUDENT_9,11,0,False,False,False,False,False,False,False, ואז גוזרים
12/03/2019,19:09,319,MAIN_TEACHER,33,0,False,False,False,False,False,False,False, יפה; קודם חושבים ורק אז מתחילים!
12/03/2019,19:10,320,MAIN_TEACHER,11,0,False,False,False,False,False,False,False, יפה; נמשיך
12/03/2019,19:10,321,MAIN_TEACHER,35,1,True,False,True,False,False,False,False, לא צריך באמת לפתור פונקציה ששלחתי.
